student_id,student_name,subject,topic,quiz_score,assignment_score,attempts,mastery_level,attendance,final_exam_score
1287,Chibuzo Adesina,Biology,Ecology,75.9,69.85,3,Medium,73.76,63.23
1288,Chiamaka Musa,Biology,Ecology,73.96,72.88,4,Medium,97.76,65.45
1289,Amarachi Ibrahim,Biology,Anatomy,71.22,60.06,3,Low,66.31,53.78
1290,David Adebayo,Mathematics,Calculus,66.65,100.0,4,Medium,73.16,66.32
1291,Joseph Mohammed,Mathematics,Algebra,68.28,36.88,1,High,74.08,52.24
1292,Esther Sule,Mathematics,Geometry,74.54,82.6,4,Medium,69.96,67.88
1293,Samuel Mohammed,Chemistry,Physical,55.81,51.08,1,Medium,78.1,43.91
1294,Ngozi Kabiru,Biology,Ecology,60.02,53.07,2,Low,80.5,58.01
1295,Esther Sadiq,English,Comprehension,49.38,40.2,3,High,73.75,50.51
1296,Maryam Bashir,Mathematics,Algebra,67.62,61.31,4,High,72.99,65.47
1297,Sola Ibrahim,Biology,Ecology,77.49,38.67,4,Medium,71.31,57.61
1298,Amina Balogun,Physics,Thermodynamics,53.98,93.97,3,High,68.65,66.98
1299,Blessing Sadiq,Biology,Genetics,71.67,59.13,3,Medium,56.53,55.08
1300,Esther Adebayo,English,Vocabulary,77.35,62.95,4,Medium,66.54,67.7
1301,Ngozi Bashir,English,Comprehension,61.03,60.35,4,Medium,76.49,62.74
1302,Blessing Kabiru,Mathematics,Probability,93.58,80.41,3,Medium,86.6,72.16
1303,Abdul Ibrahim,Chemistry,Inorganic,52.69,68.93,3,Low,76.07,47.0
1304,Daniel Balogun,Physics,Optics,62.9,73.99,3,High,78.6,67.88
1305,Daniel Okafor,Chemistry,Inorganic,68.49,60.39,1,Medium,69.86,49.65
1306,Funke Adesina,Chemistry,Organic,86.42,68.2,2,Low,72.75,55.65
1307,Joseph Onyekachi,English,Grammar,100.0,51.9,1,High,70.71,67.76
1308,Sola Olatunji,Physics,Mechanics,72.2,82.37,3,Low,93.08,67.36
1309,Ngozi Adesina,English,Vocabulary,52.33,64.15,4,Low,78.08,63.0
1310,Ifeoma Sadiq,English,Grammar,48.23,86.04,3,Medium,76.8,65.49
1311,Abdul Olatunji,English,Grammar,63.78,55.36,4,Low,82.51,57.39
1312,Ngozi Sule,Chemistry,Inorganic,76.66,67.8,3,Low,69.0,50.39
1313,Ngozi Danladi,Biology,Genetics,74.83,74.36,4,Medium,65.34,62.87
1314,Chiamaka Abdullahi,English,Grammar,59.4,45.76,3,Low,66.82,40.4
1315,Ngozi Abdul,Biology,Genetics,60.05,56.92,1,Medium,58.73,60.51
1316,Daniel Adebayo,English,Comprehension,80.03,56.31,3,Low,77.72,59.15
1317,Chiamaka Kabiru,Biology,Ecology,79.29,55.72,2,Medium,85.92,58.65
1318,Tunde Musa,Chemistry,Physical,48.97,78.86,3,Medium,87.91,73.98
1319,Maryam Olatunji,Physics,Optics,50.6,78.48,4,Low,70.9,59.28
1320,Musa Yakubu,English,Grammar,47.35,49.06,1,Medium,67.24,45.9
1321,Musa Okoye,English,Comprehension,57.31,77.89,2,Medium,85.27,64.35
1322,Chibuzo Yakubu,Chemistry,Physical,84.43,74.24,4,High,62.83,77.84
1323,Nnamdi Musa,Mathematics,Geometry,57.74,81.66,3,Medium,90.74,67.21
1324,Zainab Mohammed,Chemistry,Inorganic,47.05,54.23,4,Medium,88.23,53.77
1325,Chibuzo Abdullahi,Physics,Optics,65.95,79.38,3,High,81.96,69.79
1326,Joseph Okoye,Chemistry,Physical,62.5,63.31,2,Medium,83.58,61.05
1327,Sola Mohammed,Physics,Mechanics,61.91,84.23,2,Medium,73.71,58.64
1328,Ngozi Yakubu,Biology,Anatomy,55.89,53.32,4,Medium,72.28,60.77
1329,Chukwuka Balogun,Physics,Mechanics,55.34,70.83,3,Low,68.43,51.31
1330,Yusuf Ahmed,English,Grammar,46.88,64.69,1,High,73.06,56.63
1331,Esther Okafor,Mathematics,Algebra,67.68,50.02,3,Medium,85.84,58.74
1332,Nkiru Abdullahi,Biology,Ecology,67.38,67.86,1,Medium,69.82,58.63
1333,Chibuzo Mohammed,Physics,Mechanics,70.71,41.8,1,Medium,69.61,49.42
1334,Chibuzo Abdul,English,Comprehension,68.07,85.9,4,High,67.28,67.79
1335,Zainab Ibrahim,Mathematics,Calculus,58.85,55.98,3,High,71.53,61.53
1336,Nnamdi Ibrahim,Physics,Optics,52.35,74.42,2,Low,57.98,46.92
1337,Blessing Sule,Chemistry,Inorganic,61.05,93.12,4,Low,72.25,52.08
1338,Daniel Balogun,Biology,Anatomy,41.01,68.51,3,Medium,81.14,56.4
1339,Sola Olatunji,English,Comprehension,67.01,85.43,4,Medium,69.6,71.65
1340,Amarachi Ahmed,Physics,Optics,45.42,54.43,4,Medium,56.93,48.12
1341,Chibuzo Onyekachi,Mathematics,Algebra,64.44,69.71,1,Medium,75.62,53.45
1342,Chiamaka Sule,Physics,Optics,62.72,45.54,4,Medium,88.63,55.25
1343,Amarachi Danladi,Mathematics,Geometry,59.13,91.83,4,Medium,62.58,60.05
1344,Ifeanyi Ibrahim,Chemistry,Inorganic,51.85,66.98,1,High,79.32,60.75
1345,Emeka Lawal,Chemistry,Organic,95.86,34.26,2,High,81.09,59.41
1346,Joseph Olatunji,Biology,Genetics,57.96,58.7,3,High,65.91,65.81
1347,Chibuzo Sadiq,Biology,Anatomy,75.11,68.35,4,High,88.51,62.75
1348,Samuel Adesina,Mathematics,Geometry,49.03,35.33,3,Medium,68.01,45.82
1349,Funke Adesina,English,Vocabulary,66.23,70.24,3,Medium,60.89,63.59
1350,Chinedu Balogun,Physics,Thermodynamics,67.88,79.0,4,Medium,56.07,65.03
1351,Ibrahim Okafor,Biology,Genetics,50.75,62.04,3,Medium,80.34,55.84
1352,Tunde Adebayo,Physics,Mechanics,54.78,68.09,2,High,59.68,62.56
1353,Ngozi Adesina,Chemistry,Inorganic,62.54,84.78,4,High,69.73,66.04
1354,Ibrahim Ahmed,Physics,Thermodynamics,55.83,81.14,3,Medium,67.91,64.0
1355,Emeka Abdullahi,Biology,Ecology,60.41,38.36,2,Medium,69.3,42.13
1356,Abdul Abdul,Physics,Mechanics,65.41,50.14,1,High,84.26,56.35
1357,Joseph Ibrahim,Physics,Mechanics,62.87,77.84,4,Low,84.64,60.81
1358,Ifeoma Okoye,Mathematics,Probability,55.75,41.39,4,Medium,68.14,47.28
1359,Ibrahim Abdullahi,Chemistry,Organic,66.28,62.82,1,Low,81.88,49.45
1360,Musa Adesina,Biology,Anatomy,64.32,85.76,4,Low,78.42,62.49
1361,Ifeoma Sule,Physics,Optics,57.78,58.5,3,Medium,66.49,51.65
1362,Abdul Mohammed,Biology,Genetics,74.07,64.67,2,High,61.5,70.69
1363,Ngozi Sule,Physics,Optics,68.84,46.9,2,Medium,70.58,53.86
1364,Ibrahim Okafor,Chemistry,Inorganic,85.46,51.38,2,Medium,84.76,68.76
1365,Ifeanyi Lawal,Chemistry,Physical,57.46,63.84,4,Low,64.64,51.07
1366,Esther Mohammed,Chemistry,Physical,64.56,77.89,4,Medium,85.9,62.88
1367,Ifeoma Ibrahim,Biology,Anatomy,41.39,67.68,3,Low,77.94,50.16
1368,Maryam Balogun,Mathematics,Calculus,61.08,69.87,2,Medium,90.15,62.72
1369,Funke Ibrahim,English,Vocabulary,60.52,60.5,1,Low,73.3,56.98
1370,Musa Ibrahim,Biology,Ecology,62.8,67.7,4,Medium,70.18,66.17
1371,Ibrahim Bashir,Mathematics,Geometry,88.52,74.76,3,Low,75.83,65.04
1372,Esther Olatunji,Biology,Genetics,36.39,79.18,1,Medium,76.34,54.76
1373,Musa Adesina,Physics,Optics,56.46,62.23,1,Medium,70.89,57.85
1374,Ibrahim Sadiq,Chemistry,Physical,60.45,99.24,3,High,79.31,65.93
1375,Ngozi Ahmed,English,Comprehension,63.46,58.22,3,Medium,53.06,61.96
1376,Blessing Olatunji,Biology,Genetics,73.44,76.0,4,Low,76.65,55.42
1377,Ibrahim Balogun,Physics,Mechanics,59.2,80.63,1,Medium,64.49,45.46
1378,Blessing Yakubu,Biology,Genetics,62.27,65.87,4,Low,76.36,59.54
1379,Funke Bashir,Biology,Ecology,72.65,71.88,4,Low,86.96,54.81
1380,Nnamdi Mohammed,Mathematics,Calculus,71.05,77.4,1,Low,62.6,47.91
1381,Ngozi Okoye,Physics,Thermodynamics,56.05,58.08,3,Medium,82.53,53.05
1382,Ngozi Abdul,Physics,Thermodynamics,54.72,58.83,1,Medium,86.19,53.56
1383,Daniel Okoye,Biology,Genetics,62.85,66.35,2,Medium,87.92,56.2
1384,Ngozi Adebayo,Chemistry,Organic,80.79,71.16,3,Medium,73.4,78.6
1385,Ngozi Adebayo,Biology,Ecology,52.33,62.69,1,High,62.68,58.17
1386,Ibrahim Okafor,Mathematics,Probability,85.27,93.05,4,Medium,87.24,76.59
1387,Amarachi Ahmed,English,Vocabulary,60.62,42.93,1,Medium,95.36,54.21
1388,Amina Musa,English,Comprehension,59.1,87.92,3,High,65.27,68.43
1389,Nnamdi Abdul,Physics,Mechanics,62.93,77.58,1,High,74.36,55.55
1390,Ngozi Olatunji,Mathematics,Algebra,65.91,83.73,4,Low,74.71,65.97
1391,Yusuf Okoye,Physics,Optics,52.45,67.61,1,Low,68.75,51.57
1392,Emeka Okoye,Biology,Ecology,65.38,78.35,3,Medium,85.88,68.96
1393,Amarachi Musa,Physics,Mechanics,68.28,53.03,3,Medium,74.97,54.47
1394,Halima Onyekachi,English,Grammar,60.87,62.38,3,Medium,65.2,46.47
1395,Chibuzo Danladi,English,Grammar,56.98,70.9,4,Medium,61.52,58.67
1396,Abdul Sadiq,Chemistry,Physical,87.8,83.35,4,Low,91.44,73.02
1397,Halima Danladi,English,Grammar,79.01,57.14,4,Medium,68.56,48.43
1398,Tunde Balogun,English,Comprehension,79.23,91.1,4,Medium,69.47,71.25
1399,Joseph Sule,Physics,Optics,55.95,73.74,1,Low,86.25,44.63
1400,Halima Abdullahi,Biology,Ecology,69.91,63.85,2,High,76.13,64.84
1401,Ngozi Onyekachi,Physics,Thermodynamics,62.74,66.45,4,Low,72.86,60.54
1402,Amina Bashir,Mathematics,Algebra,70.03,71.31,1,Medium,62.29,56.35
1403,Halima Adebayo,Biology,Anatomy,75.78,68.57,3,Medium,81.6,73.88
1404,Daniel Abdullahi,English,Grammar,77.46,69.4,1,Medium,69.89,48.27
1405,David Okoye,Physics,Optics,62.98,63.11,1,Low,78.9,50.39
1406,Chukwuka Onyekachi,Chemistry,Physical,61.16,41.31,4,Medium,65.6,53.96
1407,David Ibrahim,Chemistry,Inorganic,85.59,66.54,2,Low,78.28,65.14
1408,Tunde Ibrahim,Chemistry,Physical,55.27,73.5,1,Medium,67.6,59.6
1409,Chinedu Okafor,Biology,Genetics,66.82,72.48,1,Low,67.17,56.9
1410,Esther Yakubu,Biology,Anatomy,90.02,52.88,4,Medium,71.6,65.77
1411,Chibuzo Ibrahim,Chemistry,Physical,74.44,59.61,4,High,46.67,68.01
1412,Tunde Mohammed,Physics,Mechanics,74.13,41.86,2,Low,68.92,55.98
1413,Chinedu Sule,Mathematics,Geometry,82.37,82.08,4,Medium,73.24,71.74
1414,Joseph Lawal,Biology,Anatomy,63.43,84.92,2,Low,66.24,53.41
1415,Emeka Yakubu,Physics,Optics,77.12,67.33,4,Low,88.78,59.29
1416,Blessing Mohammed,Biology,Ecology,64.34,54.16,4,Low,75.07,45.42
1417,David Abdul,Physics,Mechanics,59.15,46.46,3,Medium,81.94,57.06
1418,Chibuzo Ibrahim,Mathematics,Calculus,44.24,88.01,1,Low,99.97,56.4
1419,Nkiru Adesina,Biology,Ecology,57.31,100.0,3,Low,61.81,61.07
1420,Abdul Sadiq,English,Vocabulary,67.16,88.18,4,Low,78.6,61.9
1421,Amina Kabiru,Mathematics,Probability,53.59,62.87,3,Medium,64.93,54.42
1422,Yusuf Musa,Biology,Ecology,58.23,45.59,1,Medium,87.55,48.29
1423,Amarachi Musa,Chemistry,Inorganic,49.78,65.48,4,Low,75.68,43.2
1424,Ngozi Sule,Biology,Ecology,68.98,52.29,4,Low,92.11,58.82
1425,Zainab Abdul,Chemistry,Physical,60.2,56.82,4,Low,73.95,55.26
1426,Ngozi Ibrahim,Biology,Anatomy,64.69,64.74,3,Medium,75.58,56.65
1427,Chiamaka Okoye,English,Grammar,60.88,36.71,3,Medium,84.74,52.98
1428,Tunde Sule,Biology,Genetics,55.72,96.48,2,Low,75.87,54.86
1429,Peace Sadiq,Mathematics,Probability,75.28,73.97,4,Medium,78.95,65.49
1430,Emeka Bashir,Mathematics,Algebra,70.41,64.07,3,High,80.56,55.4
1431,Funke Sule,Physics,Mechanics,59.79,93.83,1,High,67.33,62.67
1432,Samuel Adesina,Mathematics,Geometry,59.62,49.78,1,Medium,52.92,46.11
1433,Esther Ahmed,Chemistry,Inorganic,66.63,67.21,1,Medium,73.55,57.9
1434,Maryam Ahmed,Physics,Thermodynamics,77.27,65.14,1,Medium,69.26,58.21
1435,Ifeanyi Yakubu,Biology,Genetics,71.95,89.18,1,Medium,68.72,65.64
1436,Peace Adebayo,English,Grammar,69.06,53.11,1,Low,75.2,42.1
1437,Sola Sule,Chemistry,Organic,43.77,73.5,3,Medium,71.16,56.37
1438,Emeka Kabiru,Biology,Anatomy,64.79,53.35,1,Low,74.55,41.96
1439,Funke Olatunji,Physics,Mechanics,81.69,47.66,2,Medium,73.04,52.55
1440,Halima Okafor,Physics,Optics,71.85,63.03,3,Low,69.81,59.7
1441,Blessing Abdullahi,Chemistry,Inorganic,65.35,75.75,4,Medium,65.19,56.08
1442,Ngozi Lawal,Physics,Thermodynamics,66.29,63.22,4,Medium,81.26,61.64
1443,Ibrahim Adesina,Biology,Ecology,67.46,43.65,4,High,93.88,60.59
1444,Musa Sule,Chemistry,Organic,73.37,55.46,4,Low,78.08,49.85
1445,Chinedu Kabiru,Mathematics,Algebra,70.42,62.66,3,Medium,75.29,64.21
1446,Emeka Okoye,Biology,Genetics,50.21,57.73,4,Medium,79.57,65.81
1447,Ngozi Musa,Physics,Thermodynamics,63.34,76.87,1,High,73.93,72.36
1448,Ifeoma Sule,English,Comprehension,44.03,69.42,4,Medium,58.74,41.31
1449,Ngozi Bashir,Chemistry,Physical,68.57,70.09,3,High,72.15,64.39
1450,Chinedu Ahmed,English,Vocabulary,100.0,64.13,2,Medium,80.1,66.01
1451,David Musa,Physics,Thermodynamics,68.54,64.43,4,Medium,70.89,70.62
1452,Chukwuka Musa,Biology,Genetics,79.13,70.05,3,Low,51.96,55.24
1453,Maryam Olatunji,Biology,Anatomy,97.44,64.54,2,Medium,86.03,76.71
1454,Maryam Onyekachi,Physics,Mechanics,67.63,55.37,3,Medium,50.65,57.42
1455,Emeka Musa,Physics,Mechanics,55.22,70.64,1,High,62.5,55.31
1456,Maryam Abdul,Chemistry,Organic,65.4,72.03,3,Medium,63.85,66.29
1457,Musa Adebayo,Mathematics,Calculus,57.84,42.88,3,Medium,73.91,50.97
1458,Funke Adebayo,Mathematics,Algebra,66.93,88.43,4,Low,72.64,62.91
1459,Nnamdi Okafor,Biology,Ecology,51.76,80.31,2,High,76.84,60.05
1460,Daniel Abdul,English,Vocabulary,42.14,89.67,2,Medium,62.72,53.99
1461,Ngozi Sule,English,Vocabulary,69.3,50.05,2,Medium,60.06,42.19
1462,Musa Lawal,Mathematics,Calculus,73.65,59.82,2,High,100.0,61.07
1463,Funke Yakubu,Mathematics,Geometry,53.94,59.52,4,High,77.43,57.3
1464,Tunde Abdullahi,Mathematics,Probability,72.35,53.32,2,Medium,61.18,45.89
1465,David Abdullahi,Chemistry,Physical,38.32,60.23,4,Medium,71.99,48.21
1466,Musa Ibrahim,Chemistry,Physical,79.92,86.42,4,Medium,71.65,62.68
1467,David Sadiq,Biology,Genetics,58.2,59.0,2,Medium,68.43,49.94
1468,Esther Yakubu,Physics,Thermodynamics,57.16,62.2,1,Medium,68.64,53.65
1469,David Sadiq,Mathematics,Geometry,69.32,54.34,3,High,87.71,57.85
1470,Sola Ibrahim,Biology,Genetics,45.59,73.71,1,Medium,66.83,53.92
1471,Ngozi Balogun,English,Grammar,36.16,88.89,1,Medium,81.72,48.77
1472,Funke Onyekachi,Chemistry,Inorganic,47.25,93.08,1,Medium,67.63,54.57
1473,Ibrahim Abdul,Biology,Genetics,37.81,62.74,3,High,72.72,57.15
1474,Emeka Okoye,Biology,Genetics,48.21,45.2,1,Medium,79.51,51.48
1475,Tunde Balogun,Biology,Ecology,46.15,84.22,3,Medium,75.38,65.38
1476,Chukwuka Olatunji,Biology,Ecology,64.16,30.17,2,Medium,73.48,52.62
1477,Musa Musa,Biology,Ecology,54.28,62.18,4,Low,73.24,37.43
1478,Nnamdi Olatunji,Mathematics,Probability,85.06,54.48,4,Low,80.06,59.44
1479,Abdul Olatunji,English,Grammar,80.09,74.09,4,Medium,72.65,63.68
1480,Joseph Abdullahi,Physics,Thermodynamics,74.57,39.9,1,Medium,81.46,47.56
1481,Chiamaka Onyekachi,English,Vocabulary,80.03,70.42,1,Medium,81.44,64.26
1482,Tunde Sule,English,Vocabulary,43.97,55.09,1,High,81.72,52.31
1483,Musa Sule,Biology,Anatomy,79.17,74.05,1,Low,65.33,53.29
1484,Ifeanyi Bashir,Physics,Mechanics,66.24,33.29,3,Medium,91.73,55.33
1485,Zainab Abdul,Biology,Genetics,79.72,44.29,3,Medium,87.45,70.98
1486,Amina Sadiq,Mathematics,Calculus,49.15,79.57,4,Low,75.01,48.15
1487,Chinedu Kabiru,Chemistry,Inorganic,70.91,80.5,3,Low,68.99,66.1
1488,Sola Bashir,Physics,Optics,45.0,45.58,2,Low,76.37,41.76
1489,Emeka Abdullahi,Physics,Optics,56.4,80.14,4,Medium,80.31,68.3
1490,Amina Ibrahim,Chemistry,Organic,63.52,77.04,1,Medium,70.54,69.52
1491,Ngozi Ibrahim,Mathematics,Calculus,55.25,99.58,2,Medium,75.35,58.87
1492,Samuel Ahmed,Biology,Genetics,81.42,69.89,1,Low,83.51,65.54
1493,Emeka Ibrahim,English,Grammar,69.06,59.12,4,Medium,84.76,62.17
1494,Musa Ibrahim,Mathematics,Calculus,73.23,35.69,1,Medium,79.47,47.9
1495,Maryam Adesina,Mathematics,Probability,84.84,77.35,1,Medium,77.4,69.2
1496,Zainab Okafor,Chemistry,Physical,53.02,92.35,1,Low,94.91,61.31
1497,Maryam Musa,Physics,Optics,84.08,59.46,4,Medium,67.03,64.32
1498,Nkiru Musa,English,Grammar,70.22,62.09,2,Medium,80.38,61.28
1499,Blessing Lawal,English,Comprehension,53.02,75.78,4,Low,83.64,58.04
1500,Chibuzo Yakubu,English,Comprehension,78.83,49.74,2,Low,79.68,47.67
1501,Ifeanyi Sadiq,Chemistry,Physical,51.63,58.54,3,High,65.58,52.65
1502,Abdul Danladi,Physics,Thermodynamics,62.43,80.56,3,Low,71.79,50.24
1503,Nnamdi Bashir,English,Grammar,78.68,55.44,3,Low,74.41,58.13
1504,Ifeoma Adebayo,Physics,Thermodynamics,67.4,84.41,3,High,79.79,65.7
1505,Emeka Ibrahim,English,Comprehension,91.14,70.92,3,Medium,73.53,73.97
1506,Emeka Yakubu,Chemistry,Organic,67.99,73.99,3,Medium,99.92,65.71
1507,David Ibrahim,Chemistry,Organic,61.19,69.75,2,Medium,85.72,52.61
1508,Chinedu Ibrahim,Biology,Genetics,41.41,59.19,1,Medium,58.66,43.35
1509,Halima Bashir,Biology,Ecology,71.03,54.64,1,Medium,60.73,53.66
1510,Joseph Musa,Mathematics,Algebra,75.35,42.58,4,Medium,83.2,62.95
1511,Funke Ibrahim,English,Comprehension,76.45,86.28,4,Low,97.02,67.59
1512,Emeka Okafor,Mathematics,Probability,66.31,61.75,3,High,75.02,69.84
1513,David Okafor,Physics,Thermodynamics,48.86,55.08,1,Medium,88.77,56.1
1514,Ngozi Danladi,Physics,Mechanics,60.64,80.82,3,High,78.41,74.2
1515,Zainab Lawal,Biology,Ecology,65.89,83.38,1,Low,100.0,64.27
1516,Chukwuka Ibrahim,Physics,Mechanics,65.59,78.84,2,High,71.35,76.97
1517,Joseph Ibrahim,Mathematics,Calculus,67.16,63.91,4,Low,66.64,60.8
1518,Emeka Sule,English,Vocabulary,75.41,60.54,2,Low,80.76,48.36
1519,Ibrahim Abdullahi,Physics,Optics,67.22,74.79,2,High,92.07,63.56
1520,Nnamdi Ahmed,Physics,Thermodynamics,49.66,54.57,1,High,61.63,56.7
1521,Ifeoma Sule,English,Vocabulary,83.58,72.8,3,Medium,87.21,70.17
1522,Chukwuka Yakubu,Mathematics,Probability,63.86,63.0,1,High,71.9,50.6
1523,Samuel Adesina,Biology,Ecology,68.17,67.39,1,Medium,82.45,60.0
1524,David Sadiq,Chemistry,Physical,63.05,54.93,1,High,75.72,59.94
1525,Zainab Balogun,Chemistry,Inorganic,51.28,69.31,4,Medium,77.33,55.19
1526,Abdul Sule,Chemistry,Organic,57.95,71.46,1,High,63.67,59.62
1527,Zainab Adesina,Mathematics,Geometry,54.26,83.94,2,Low,98.38,54.91
1528,Ngozi Abdullahi,Mathematics,Algebra,71.41,57.1,4,Medium,85.41,56.04
1529,Chinedu Abdul,Chemistry,Inorganic,70.77,54.91,2,Low,72.93,46.49
1530,Zainab Olatunji,Mathematics,Calculus,74.87,55.45,2,High,80.52,60.45
1531,Emeka Ibrahim,English,Comprehension,63.63,70.22,1,Medium,67.38,57.81
1532,Daniel Adebayo,Mathematics,Algebra,83.36,56.33,1,Medium,86.72,68.91
1533,Chukwuka Abdullahi,Physics,Mechanics,55.21,46.17,4,Low,78.02,45.38
1534,Peace Musa,Biology,Genetics,87.42,68.52,1,Medium,66.98,57.59
1535,Maryam Balogun,Chemistry,Inorganic,78.08,59.43,4,Low,75.44,63.35
1536,Emeka Adesina,Physics,Thermodynamics,59.19,67.31,1,Medium,74.83,59.09
1537,David Adesina,English,Vocabulary,72.09,64.7,1,Medium,75.64,57.02
1538,Amarachi Sule,Mathematics,Probability,47.27,71.86,3,Medium,93.92,54.91
1539,Sola Adebayo,Mathematics,Algebra,55.72,54.94,2,High,82.25,58.78
1540,Ibrahim Musa,English,Comprehension,63.1,54.23,3,Medium,75.92,48.26
1541,Nnamdi Ibrahim,Biology,Genetics,66.72,81.07,2,Low,62.49,49.05
1542,Amina Balogun,Physics,Optics,83.95,58.82,4,Medium,86.36,66.02
1543,Joseph Danladi,Chemistry,Physical,63.06,74.58,2,Low,66.16,54.88
1544,Ngozi Ibrahim,Chemistry,Inorganic,60.42,48.19,3,High,78.37,55.52
1545,Musa Abdul,Physics,Mechanics,63.12,49.85,2,Medium,90.91,59.91
1546,Chibuzo Bashir,Mathematics,Probability,76.57,63.42,3,Low,57.71,64.92
1547,Emeka Musa,Physics,Mechanics,64.27,56.77,3,Low,79.17,58.52
1548,Esther Yakubu,English,Vocabulary,64.72,87.18,3,High,85.83,65.56
1549,Daniel Olatunji,English,Comprehension,56.91,82.36,4,Medium,47.87,59.21
1550,Sola Yakubu,Mathematics,Probability,47.83,60.85,2,High,72.01,52.61
1551,Joseph Lawal,Physics,Optics,58.37,51.54,2,Low,97.92,60.0
1552,Nnamdi Olatunji,Biology,Genetics,51.06,91.73,4,Low,71.01,60.13
1553,Chinedu Danladi,Mathematics,Algebra,64.24,58.1,3,Low,84.84,54.56
1554,Sola Mohammed,Chemistry,Inorganic,59.28,48.43,2,Medium,66.06,42.02
1555,Ifeanyi Danladi,Mathematics,Algebra,65.15,50.05,2,Low,72.34,55.26
1556,Blessing Lawal,Chemistry,Physical,79.39,67.52,2,Medium,74.13,72.59
1557,Maryam Lawal,Physics,Mechanics,71.25,63.08,1,Low,60.74,52.88
1558,Yusuf Adebayo,Mathematics,Geometry,74.95,58.53,4,Medium,77.91,60.91
1559,Chukwuka Adebayo,Chemistry,Organic,62.79,30.68,3,Medium,72.78,53.3
1560,Funke Danladi,Physics,Thermodynamics,57.42,68.79,4,High,67.44,63.78
1561,Tunde Adebayo,Physics,Mechanics,62.4,53.91,2,Low,88.33,55.79
1562,Abdul Danladi,Chemistry,Physical,57.74,75.47,4,High,80.37,69.23
1563,Zainab Balogun,English,Vocabulary,44.67,83.1,2,High,69.3,57.94
1564,Ngozi Mohammed,Chemistry,Organic,96.65,72.53,1,Medium,71.14,56.9
1565,Yusuf Mohammed,English,Vocabulary,81.68,47.82,4,Low,64.97,52.94
1566,Tunde Sadiq,English,Grammar,82.0,79.6,2,Medium,73.42,69.03
1567,Emeka Musa,English,Comprehension,57.8,70.09,4,Medium,75.73,65.57
1568,Blessing Olatunji,Chemistry,Physical,76.61,75.41,4,Medium,71.38,71.02
1569,Esther Sadiq,Chemistry,Physical,63.9,51.77,4,Medium,70.97,56.77
1570,Chiamaka Abdul,Mathematics,Geometry,75.92,65.25,2,High,62.91,63.07
1571,David Lawal,Biology,Genetics,66.36,70.79,3,Medium,84.2,68.37
1572,Abdul Abdul,Physics,Optics,57.87,58.76,3,Medium,64.6,57.67
1573,Ibrahim Abdullahi,Chemistry,Inorganic,82.39,63.27,3,Low,72.59,66.42
1574,Amina Yakubu,English,Vocabulary,71.07,74.54,3,Medium,63.09,66.04
1575,David Adesina,Biology,Ecology,53.85,50.99,4,Medium,71.53,50.25
1576,Abdul Okafor,Physics,Optics,62.34,46.39,2,Low,84.59,53.95
1577,Tunde Danladi,Mathematics,Calculus,41.63,82.68,1,Medium,66.89,58.11
1578,Ifeanyi Lawal,Mathematics,Algebra,64.18,68.43,1,Medium,73.15,63.32
1579,Maryam Sule,Chemistry,Organic,50.12,77.12,3,Low,86.01,59.16
1580,Nnamdi Sule,Chemistry,Organic,92.9,60.07,2,High,84.57,69.05
1581,Emeka Bashir,Chemistry,Organic,79.8,67.88,3,Low,71.12,66.0
1582,Funke Ibrahim,Biology,Anatomy,59.1,46.81,1,Medium,69.83,51.84
1583,Musa Mohammed,Biology,Genetics,81.7,69.67,2,Medium,88.18,59.85
1584,Emeka Sadiq,Physics,Thermodynamics,59.68,63.67,4,Medium,73.85,59.5
1585,David Olatunji,Mathematics,Calculus,73.29,61.33,2,Medium,76.39,59.62
1586,Amarachi Adesina,Physics,Optics,53.89,66.29,4,High,73.56,60.26
1587,Chinedu Danladi,Physics,Thermodynamics,65.38,69.14,2,Medium,70.68,65.32
1588,Nnamdi Okafor,Biology,Anatomy,50.97,57.19,3,Medium,100.0,51.76
1589,Halima Adesina,Biology,Anatomy,48.75,79.02,3,Medium,54.23,54.79
1590,Chinedu Abdul,Mathematics,Geometry,90.75,44.83,2,High,55.18,52.46
1591,Samuel Abdul,English,Vocabulary,75.78,84.87,4,High,69.87,76.09
1592,Emeka Ibrahim,Mathematics,Probability,81.68,94.81,2,Medium,72.54,60.32
1593,Samuel Abdul,Biology,Anatomy,55.15,61.6,3,Low,72.41,49.45
1594,Sola Sule,English,Grammar,78.43,87.12,1,High,73.28,75.65
1595,Peace Sadiq,Mathematics,Geometry,69.29,68.97,2,Low,84.07,57.45
1596,Amarachi Ibrahim,Chemistry,Organic,89.69,46.42,2,Low,69.85,53.68
1597,Musa Abdullahi,Biology,Genetics,70.27,87.02,3,Medium,74.76,60.79
1598,Blessing Olatunji,Biology,Ecology,75.11,79.32,2,High,55.58,65.65
1599,Ibrahim Bashir,Biology,Ecology,45.92,58.03,1,Medium,65.97,51.63
1600,Chukwuka Sule,Physics,Mechanics,66.4,48.72,3,Medium,83.8,49.44
1601,Ifeoma Sule,Biology,Genetics,68.96,55.79,3,Medium,71.34,60.15
1602,Musa Sule,Biology,Ecology,71.26,88.05,2,Low,74.18,63.45
1603,Ibrahim Yakubu,Mathematics,Probability,59.75,70.73,2,Medium,79.39,58.56
1604,Ifeanyi Abdul,Biology,Ecology,43.35,72.97,4,Medium,78.65,54.29
